label,text,source,category
1,We have detected suspicious login attempts from your IP address linked to child trafficking network. TRAI Cyber Cell is monitoring this call. Cooperate immediately.,synthetic_scam,digital_arrest
0,"Pls send me a comprehensive mail about who i'm paying, when and how much.",original_sms_spam,legitimate
0,Yay! You better not have told that to 5 other girls either.,original_sms_spam,legitimate
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,original_sms_spam,legitimate
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,original_sms_spam,legitimate
0,WHAT TIME U WRKIN?,original_sms_spam,legitimate
0,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,original_sms_spam,legitimate
0,i see. When we finish we have loads of loans to pay,original_sms_spam,legitimate
0,Already am squatting is the new way of walking,original_sms_spam,legitimate
0,How much is blackberry bold2 in nigeria.,original_sms_spam,legitimate
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",original_sms_spam,legitimate
0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",original_sms_spam,legitimate
0,Ooooooh I forgot to tell u I can get on yoville on my phone,original_sms_spam,legitimate
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,original_sms_spam,legitimate
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",original_sms_spam,legitimate
0,"Just checked out, heading out to drop off my stuff now",original_sms_spam,legitimate
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,original_sms_spam,legitimate
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",original_sms_spam,sms_spam
0,Did u find out what time the bus is at coz i need to sort some stuff out.,original_sms_spam,legitimate
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,original_sms_spam,sms_spam
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,original_sms_spam,legitimate
0,That's necessarily respectful,original_sms_spam,legitimate
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,original_sms_spam,sms_spam
0,"Yo, the game almost over? Want to go to walmart soon",original_sms_spam,legitimate
0,But that's on ebay it might be less elsewhere.,original_sms_spam,legitimate
0,Watching tv now. I got new job :),original_sms_spam,legitimate
0,OTP for login to DigiLocker is 506451. Do not share with anyone. Valid for 5 minutes.,synthetic_ham,legitimate
0,Waiting for your call.,original_sms_spam,legitimate
1,Main Deputy Commissioner Patel bol raha hoon Cyber Crime Branch se. Aapko digital arrest kiya ja raha hai. Camera band mat karo. Ghar se bahar mat niklo.,synthetic_scam,digital_arrest
0,Unless it's a situation where YOU GO GURL would be more appropriate,original_sms_spam,legitimate
0,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",original_sms_spam,legitimate
0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",original_sms_spam,legitimate
0,have you ever had one foot before?,original_sms_spam,legitimate
0,Want to send me a virtual hug?... I need one,original_sms_spam,legitimate
1,You cannot disconnect this call. Doing so will result in a non-bailable warrant being issued and your family members will also be arrested. Stay on the line.,synthetic_scam,digital_arrest
0,I can take you at like noon,original_sms_spam,legitimate
0,Text her. If she doesnt reply let me know so i can have her log in,original_sms_spam,legitimate
0,I'm reaching home in 5 min.,original_sms_spam,legitimate
1,"Our senior officer has agreed to close this case if you transfer Rs 25,000 immediately to the RBI verification account. Get a screenshot as proof.",synthetic_scam,digital_arrest
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,original_sms_spam,legitimate
0,As in different styles?,original_sms_spam,legitimate
0,Reminder from AIIMS: Your health checkup is scheduled for 3/7/2024. Fasting required from midnight.,synthetic_ham,legitimate
0,As usual u can call me ard 10 smth.,original_sms_spam,legitimate
0,"Like  &lt;#&gt; , same question",original_sms_spam,legitimate
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,original_sms_spam,legitimate
0,I'm meeting Darren...,original_sms_spam,legitimate
0,"Happy Birthday! As a valued customer, we're offering you 20% off on your next purchase. Use code BDAY20.",synthetic_ham,legitimate
0,Hey mr whats the name of that bill brison book the one about language and words ,original_sms_spam,legitimate
0,"It's cool, we can last a little while. Getting more any time soon?",original_sms_spam,legitimate
1,[Cyber Crime Branch CYBER CELL] We have intercepted communications suggesting your account was used without your knowledge. Verification required urgently to protect your assets.,synthetic_scam,digital_arrest
0,Take us out shopping and Mark will distract Isaiah.=D,original_sms_spam,legitimate
0,MMM ... Fuck .... Merry Christmas to me,original_sms_spam,legitimate
0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,original_sms_spam,legitimate
0,So what do you guys do.,original_sms_spam,legitimate
0,OTP for login to DigiLocker is 518272. Do not share with anyone. Valid for 5 minutes.,synthetic_ham,legitimate
1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,original_sms_spam,sms_spam
1,"LEGAL NOTICE: Non-bailable warrant has been issued in your name by sessions court Delhi. Contact our helpline in 24 hours to avoid enforcement. Case no: ED/PMLA/125 URGENT: Rs 7,50,000 suspicious transfer detected from your linked accounts. RBI Fraud Prevention Cell officer will call you in 5 mins. Do NOT ignore this message. Legal action imminent.",synthetic_scam,digital_arrest
0,I uploaded mine to Facebook,original_sms_spam,legitimate
0,Ok lor Ì_ reaching then message me.,original_sms_spam,legitimate
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,original_sms_spam,legitimate
0,Your vehicle insurance renewal is due. Renew now to stay protected. Call 1800-720-7840 for assistance.,synthetic_ham,legitimate
1,"Sir/Madam, your bank account in HDFC has been used for transferring Rs 50,000 to a terror-linked account. Narcotics Control Bureau has issued a non-bailable warrant in your name.",synthetic_scam,digital_arrest
0,"Your electricity bill for April is Rs 5,00,000. Last date of payment is 6/4/2024.",synthetic_ham,legitimate
0,Yes. Last  practice,original_sms_spam,legitimate
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",original_sms_spam,legitimate
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,original_sms_spam,legitimate
1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,original_sms_spam,sms_spam
0,Nationwide auto centre (or something like that) on Newport road. I liked them there,original_sms_spam,legitimate
0,Fine am simply sitting.,original_sms_spam,legitimate
0,Sounds great! Are you home now?,original_sms_spam,legitimate
0,Are you willing to go for apps class.,original_sms_spam,legitimate
1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,original_sms_spam,sms_spam
0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,original_sms_spam,legitimate
0,Lol yes. But it will add some spice to your day.,original_sms_spam,legitimate
0,Lol or I could just starve and lose a pound by the end of the day.,original_sms_spam,legitimate
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,original_sms_spam,sms_spam
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,original_sms_spam,sms_spam
0,All will come alive.better correct any good looking figure there itself..,original_sms_spam,legitimate
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",original_sms_spam,legitimate
0,Dad says hurry the hell up,original_sms_spam,legitimate
0,U call me alter at 11 ok.,original_sms_spam,legitimate
1,Our officers are at your building right now. They are waiting for the go-ahead. You have 15 minutes to transfer the compliance amount or they will enter your premises. Notice from ED: A case has been registered against you under Section 66C IT Act and PMLA 2002. Your arrest warrant number is NCB/DZ/350. Do not leave your house.,synthetic_scam,digital_arrest
0,Yavnt tried yet and never played original either,original_sms_spam,legitimate
1,LEGAL NOTICE: Non-bailable warrant has been issued in your name by sessions court Kolkata. Contact our helpline in 24 hours to avoid enforcement. Case no: NCB/DZ/350,synthetic_scam,digital_arrest
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",original_sms_spam,sms_spam
0,"Goodmorning, today i am late for 1hr.",original_sms_spam,legitimate
0,Package out for delivery! Your Amazon order will arrive today between 2PM-6PM.,synthetic_ham,legitimate
1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,original_sms_spam,sms_spam
0,Prepare to be pleasured :),original_sms_spam,legitimate
0,Lol ok. I'll snatch her purse too.,original_sms_spam,legitimate
0,Onum ela pa. Normal than.,original_sms_spam,legitimate
1,Supreme Court case number CC/46048/2024 has been filed against you. I am clerk to Justice Sharma. You must appear via video call or be held in contempt of court.,synthetic_scam,digital_arrest
0,"This is one of the days you have a billion classes, right?",original_sms_spam,legitimate
1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,original_sms_spam,sms_spam
1,FINAL NOTICE before arrest: Your compliance window closes at midnight. Transfer verification amount to avoid criminal proceedings. Govt escrow: secure and refundable. National Investigation Agency has shortlisted your number in a terrorism financing probe. This call is being monitored. Cooperate fully with our officer.,synthetic_scam,digital_arrest
0,Heehee that was so funny tho,original_sms_spam,legitimate
0,"Dear Singh, your KYC is pending. Please visit nearest PNB branch with Aadhaar and PAN to avoid account freeze.",synthetic_ham,legitimate
0,Alex says he's not ok with you not being ok with it,original_sms_spam,legitimate
0,Lol boo I was hoping for a laugh,original_sms_spam,legitimate
0,How r Ì_ going to send it to me?,original_sms_spam,legitimate
1,Your parcel containing illegal substances has been intercepted at Delhi airport. This is RBI Fraud Prevention Cell. You must verify your identity immediately or face arrest.,synthetic_scam,digital_arrest
0,How much would it cost to hire a hitman,original_sms_spam,legitimate
0,"Received, understood n acted upon!",original_sms_spam,legitimate
0,Old Orchard near univ. How about you?,original_sms_spam,legitimate
0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",original_sms_spam,legitimate
0,When Ì_ login dat time... Dad fetching Ì_ home now?,original_sms_spam,legitimate
0,Have a good evening! Ttyl,original_sms_spam,legitimate
0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",original_sms_spam,legitimate
1,Aapki beti/beta ke naam par bhi case file ho sakta hai agar aap cooperate nahi karte. Parivar ke baare mein sochiye. Abhi transfer karo.,synthetic_scam,digital_arrest
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,original_sms_spam,legitimate
0,Im just wondering what your doing right now?,original_sms_spam,legitimate
0,Normally i use to drink more water daily:),original_sms_spam,legitimate
0,Nothing. Can...,original_sms_spam,legitimate
0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",original_sms_spam,legitimate
0,Ill be at yours in about 3 mins but look out for me,original_sms_spam,legitimate
0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,original_sms_spam,legitimate
1,This is Mumbai Cyber Crime Branch. We have CCTV footage and call records linking you to an online fraud gang. This is an official summons under Section 41 CrPC.,synthetic_scam,digital_arrest
0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,original_sms_spam,legitimate
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,original_sms_spam,sms_spam
0,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,original_sms_spam,legitimate
0,", ow u dey.i paid 60,400thousad.i told  u would call . ",original_sms_spam,legitimate
1,Please CALL 08712402779 immediately as there is an urgent message waiting for you,original_sms_spam,sms_spam
0,Mathews or tait or edwards or anderson,original_sms_spam,legitimate
0,"It's wylie, you in tampa or sarasota?",original_sms_spam,legitimate
0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,original_sms_spam,legitimate
0,Mmmm.... I cant wait to lick it!,original_sms_spam,legitimate
1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,original_sms_spam,sms_spam
0,Yeah confirmed for you staying at  that weekend,original_sms_spam,legitimate
0,"Your ICICI credit card bill of Rs 7,50,000 is due on 1/7/2024. Pay now to avoid late fee.",synthetic_ham,legitimate
0,Call me when u're done...,original_sms_spam,legitimate
0,Audrie lousy autocorrect,original_sms_spam,legitimate
0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",original_sms_spam,legitimate
0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,original_sms_spam,legitimate
1,Your passport has been flagged at all exit points. You cannot travel internationally. Only Supreme Court of India clearance after compliance payment can remove this flag.,synthetic_scam,digital_arrest
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",original_sms_spam,legitimate
0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,original_sms_spam,legitimate
0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,original_sms_spam,legitimate
0,Oh did you charge camera,original_sms_spam,legitimate
0,"Happy Birthday! As a valued customer, we're offering you 20% off on your next purchase. Use code BDAY20.",synthetic_ham,legitimate
0,Boy you best get yo ass out here quick,original_sms_spam,legitimate
0,Convey my regards to him,original_sms_spam,legitimate
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),original_sms_spam,legitimate
0,Also are you bringing galileo or dobby,original_sms_spam,legitimate
0,"U so lousy, run already come back then half dead... Hee...",original_sms_spam,legitimate
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,original_sms_spam,legitimate
0,S da..al r above  &lt;#&gt;,original_sms_spam,legitimate
0,Lol wtf random. Btw is that your lunch break,original_sms_spam,legitimate
0,"Your mutual fund SIP of Rs 7,50,000 has been processed successfully for May.",synthetic_ham,legitimate
0,"Carlos took a while (again), we leave in a minute",original_sms_spam,legitimate
0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",original_sms_spam,legitimate
0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,original_sms_spam,legitimate
1,08714712388 between 10am-7pm Cost 10p,original_sms_spam,sms_spam
0,Package out for delivery! Your Amazon order will arrive today between 2PM-6PM.,synthetic_ham,legitimate
0,"Nah can't help you there, I've never had an iphone",original_sms_spam,legitimate
0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,original_sms_spam,legitimate
0,Go fool dont cheat others ok,original_sms_spam,legitimate
0,This weekend is fine (an excuse not to do too much decorating),original_sms_spam,legitimate
1,"Sir/Madam, your bank account in HDFC has been used for transferring Rs 15,00,000 to a terror-linked account. Narcotics Control Bureau has issued a non-bailable warrant in your name.",synthetic_scam,digital_arrest
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",original_sms_spam,legitimate
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,original_sms_spam,sms_spam
0,Does uncle timi help in clearing cars,original_sms_spam,legitimate
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,original_sms_spam,legitimate
0,Dunno da next show aft 6 is 850. Toa payoh got 650.,original_sms_spam,legitimate
0,Yep. I do like the pink furniture tho.,original_sms_spam,legitimate
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",original_sms_spam,legitimate
1,"Ek serious complaint ayi hai aapke number ke against. ED aur Cyber Crime dono investigate kar rahe hain. Aapko ek ghante ke andar respond karna hoga. The court has decided that you may pay a surety amount of Rs 2,50,000 to avoid custody. This is completely legal and will be refunded once you are cleared.",synthetic_scam,digital_arrest
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,original_sms_spam,legitimate
0,When should I come over?,original_sms_spam,legitimate
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",original_sms_spam,legitimate
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,original_sms_spam,legitimate
1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,original_sms_spam,sms_spam
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,original_sms_spam,sms_spam
0,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",original_sms_spam,legitimate
0,No he didn't. Spring is coming early yay!,original_sms_spam,legitimate
1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,original_sms_spam,sms_spam
0,A guy who gets used but is too dumb to realize it.,original_sms_spam,legitimate
1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,original_sms_spam,sms_spam
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,original_sms_spam,legitimate
0,"Happy Birthday! As a valued customer, we're offering you 20% off on your next purchase. Use code BDAY20.",synthetic_ham,legitimate
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,original_sms_spam,sms_spam
0,Reason is if the team budget is available at last they buy the unsold players for at base rate..,original_sms_spam,legitimate
0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,original_sms_spam,legitimate
0,Uncle Abbey! Happy New Year. Abiola,original_sms_spam,legitimate
0,Early bird! Any purchases yet?,original_sms_spam,legitimate
0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,original_sms_spam,legitimate
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,original_sms_spam,legitimate
1,National Investigation Agency has shortlisted your number in a terrorism financing probe. This call is being monitored. Cooperate fully with our officer.,synthetic_scam,digital_arrest
0,Feel like trying kadeem again? :V,original_sms_spam,legitimate
0,Now project pa. After that only i can come.,original_sms_spam,legitimate
0,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",original_sms_spam,legitimate
0,:( but your not here....,original_sms_spam,legitimate
0,U 2.,original_sms_spam,legitimate
0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",original_sms_spam,legitimate
0,Jus came back fr lunch wif my sis only. U leh?,original_sms_spam,legitimate
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,original_sms_spam,sms_spam
0,Oic... Then better quickly go bathe n settle down...,original_sms_spam,legitimate
0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",original_sms_spam,legitimate
0,Send me your id and password,original_sms_spam,legitimate
0,Fuck cedar key and fuck her (come over anyway tho),original_sms_spam,legitimate
0,Lol no. U can trust me.,original_sms_spam,legitimate
1,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,original_sms_spam,sms_spam
0,"Reminder: Your LIC premium of Rs 25,000 is due on 8/12/2024. Pay via app or nearest branch.",synthetic_ham,legitimate
0,cool. We will have fun practicing making babies!,original_sms_spam,legitimate
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",original_sms_spam,legitimate
0,"Nah, Wednesday. When should I bring the mini cheetos bag over?",original_sms_spam,legitimate
0,Good. No swimsuit allowed :),original_sms_spam,legitimate
0,Sat right? Okay thanks... ,original_sms_spam,legitimate
1,[Customs Department CYBER CELL] We have intercepted communications suggesting your account was used without your knowledge. Verification required urgently to protect your assets.,synthetic_scam,digital_arrest
0,Do u noe how 2 send files between 2 computers?,original_sms_spam,legitimate
0,"Just wondering, the others just took off",original_sms_spam,legitimate
0,Where are you lover ? I need you ...,original_sms_spam,legitimate
1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",original_sms_spam,sms_spam
1,RBI Governor office calling. Your account linked to an international money laundering ring in Dubai. You must verify all your accounts immediately to avoid seizure.,synthetic_scam,digital_arrest
